name,description,type,constellation,size,ra,dec,mag
IC 4260,,Galaxy,Hydra,1.17,13 29 40.42,-28 15 57.9,
IC 4261,,Galaxy,Hydra,1.17,13 29 47.66,-28 00 22.9,
IC 4262,,Galaxy,Hydra,1.18,13 30 23.10,-28 16 14.1,
IC 4263,,Galaxy,Canes Venatici,1.71,13 28 33.19,+46 55 37.9,
IC 4264,,Galaxy,Hydra,1.88,13 30 17.72,-27 55 42.4,
IC 4265,,Galaxy,Hydra,0.84,13 30 22.97,-25 45 56.0,
IC 4266,,Galaxy,Canes Venatici,0.55,13 29 05.63,+37 36 42.3,
IC 4267,,Galaxy,Hydra,1.30,13 30 36.10,-26 15 21.8,
IC 4268,,Galaxy,Canes Venatici,0.63,13 29 12.33,+37 39 37.8,
IC 4269,,Galaxy,Canes Venatici,0.46,13 29 21.04,+37 37 23.1,
IC 4270,,Galaxy,Hydra,0.95,13 30 49.09,-25 20 01.2,
IC 4271,,Galaxy Pair,Canes Venatici,0.80,13 29 21.40,+37 24 42.0,
IC 4271 NED01,,Galaxy,Canes Venatici,0.87,13 29 21.44,+37 24 50.5,
IC 4271 NED02,,Galaxy,Canes Venatici,0.30,13 29 21.31,+37 24 34.8,15.00
IC 4272,,Galaxy,Hydra,0.98,13 31 16.56,-29 57 26.5,
IC 4273,,Galaxy,Hydra,0.95,13 31 29.86,-28 53 36.4,
IC 4274,NGC 5189,Duplicate,Musca,,13 33 32.91,-65 58 26.6,
IC 4275,,Galaxy,Hydra,0.95,13 31 51.30,-29 43 56.6,16.60
IC 4276,,Galaxy,Hydra,1.32,13 32 06.26,-28 09 24.6,
IC 4277,,Galaxy,Canes Venatici,0.67,13 30 16.72,+47 18 51.0,
IC 4278,,Galaxy,Canes Venatici,0.43,13 30 27.55,+47 14 48.8,
IC 4279,,Galaxy,Hydra,0.68,13 32 30.97,-27 07 38.9,
IC 4280,,Galaxy,Hydra,1.13,13 32 53.40,-24 12 25.7,12.84
IC 4281,,Galaxy,Hydra,1.30,13 32 38.25,-27 10 10.7,
IC 4282,,Galaxy,Canes Venatici,0.40,13 31 19.77,+47 11 01.9,
IC 4283,,Galaxy,Canes Venatici,0.65,13 32 10.68,+28 23 20.8,
IC 4284,,Galaxy,Canes Venatici,0.32,13 31 31.94,+46 47 42.4,
IC 4285,,Galaxy,Canes Venatici,0.32,13 31 45.54,+46 49 17.8,
IC 4286,,Galaxy,Hydra,0.41,13 33 35.65,-27 37 52.4,
IC 4287,,Galaxy Pair,Coma Berenices,1.00,13 32 39.00,+25 26 28.0,
IC 4287 NED01,,Galaxy,Coma Berenices,0.96,13 32 38.97,+25 26 28.0,
IC 4287 NED02,,Galaxy,Coma Berenices,0.22,13 32 39.66,+25 26 24.7,
IC 4288,,Galaxy,Hydra,1.36,13 34 30.42,-27 18 15.2,
IC 4289,,Galaxy,Hydra,1.40,13 34 47.81,-27 07 37.5,
IC 4290,,Galaxy,Hydra,1.35,13 35 19.58,-28 01 18.5,13.32
IC 4291,,Open Cluster,Centaurus,5.10,13 36 56.41,-62 05 35.2,9.70
IC 4292,,Galaxy,Hydra,0.56,13 35 46.60,-27 40 25.9,
IC 4293,,Galaxy,Hydra,2.19,13 36 02.26,-25 52 56.3,13.50
IC 4294,,Galaxy,Hydra,0.93,13 36 31.23,-28 46 52.1,
IC 4295,,Galaxy,Hydra,1.04,13 36 34.46,-29 05 22.0,
IC 4296,,Galaxy,Centaurus,4.62,13 36 39.03,-33 57 57.0,10.51
IC 4297,,Galaxy,Coma Berenices,0.88,13 35 19.25,+26 25 29.2,
IC 4298,,Galaxy,Hydra,1.60,13 36 34.73,-26 33 13.9,
IC 4299,,Galaxy,Centaurus,1.87,13 36 47.48,-34 03 56.9,12.66
IC 4300,,Galaxy,Canes Venatici,0.23,13 35 25.20,+33 25 11.3,
IC 4301,,Galaxy,Canes Venatici,1.29,13 35 35.80,+33 22 28.2,
IC 4302,,Galaxy,Canes Venatici,1.36,13 35 35.95,+33 28 46.5,
IC 4303,,Galaxy,Hydra,0.98,13 37 18.22,-28 39 28.7,
IC 4304,,Galaxy,Canes Venatici,1.31,13 35 57.88,+33 25 48.1,
IC 4305,,Galaxy,Canes Venatici,0.98,13 35 58.37,+33 28 26.1,
IC 4306,,Galaxy,Canes Venatici,1.10,13 36 19.64,+33 25 24.4,
IC 4307,,Galaxy,Boötes,0.66,13 36 36.17,+27 14 31.9,
IC 4308,,Other,Canes Venatici,,13 36 52.36,+32 44 00.1,
IC 4309,,Galaxy,Hydra,0.77,13 38 50.04,-29 39 45.8,
IC 4310,,Galaxy,Hydra,2.38,13 38 57.14,-25 50 44.6,
IC 4311,,Galaxy,Centaurus,1.11,13 40 07.96,-51 02 10.1,
IC 4312,,Galaxy,Centaurus,1.21,13 40 30.90,-51 04 15.2,
IC 4313,,Galaxy,Boötes,0.59,13 38 20.71,+26 45 35.2,
IC 4314,,Galaxy,Boötes,0.91,13 38 25.07,+26 44 33.0,
IC 4315,,Galaxy,Hydra,1.60,13 40 03.19,-25 28 28.4,
IC 4316,,Galaxy,Hydra,1.38,13 40 18.41,-28 53 32.0,13.97
IC 4317,,Galaxy,Boötes,0.51,13 41 45.82,+27 06 22.9,
IC 4318,,Galaxy,Hydra,1.08,13 43 22.69,-28 58 04.6,
IC 4319,,Galaxy,Hydra,1.61,13 43 26.57,-29 48 12.5,
IC 4320,,Galaxy,Hydra,1.31,13 44 03.72,-27 13 54.1,
IC 4321,,Galaxy,Centaurus,1.02,13 44 31.25,-30 08 22.5,
IC 4322,,Galaxy,Boötes,0.69,13 43 44.15,+25 23 31.7,
IC 4323,,Galaxy,Hydra,1.10,13 45 06.88,-28 39 04.5,
IC 4324,,Galaxy,Centaurus,0.90,13 45 27.31,-30 13 38.0,
IC 4325,,Galaxy,Hydra,1.20,13 47 39.65,-29 26 03.7,
IC 4326,,Galaxy,Hydra,1.00,13 48 21.49,-29 37 35.0,
IC 4327,,Galaxy,Centaurus,1.15,13 48 43.80,-30 13 03.0,13.91
IC 4328,,Galaxy,Hydra,1.07,13 49 02.90,-29 56 13.3,
IC 4329,,Galaxy,Centaurus,4.74,13 49 05.31,-30 17 45.1,10.97
IC 4330,,Galaxy,Hydra,1.29,13 47 14.85,-28 19 54.5,
IC 4331,,Galaxy,Boötes,0.63,13 49 24.61,+25 09 16.8,
IC 4332,,Galaxy,Boötes,0.85,13 49 52.55,+25 11 27.2,
IC 4333,,Galaxy,Octans,1.80,14 05 20.59,-84 16 21.7,
IC 4334,,Galaxy,Canes Venatici,0.59,13 49 48.27,+29 41 38.7,
IC 4335,,*,Canes Venatici,,13 49 45.07,+33 40 25.1,
IC 4336,,Galaxy,Canes Venatici,1.37,13 50 43.37,+39 42 24.4,14.00
IC 4337,,Galaxy,Boötes,0.77,13 52 19.28,+14 16 18.9,
IC 4338,NGC 5334,Duplicate,Virgo,,13 52 54.46,-01 06 52.7,
IC 4339,,*,Canes Venatici,,13 53 28.83,+37 32 20.5,11.50
IC 4340,,Galaxy,Canes Venatici,1.27,13 53 33.53,+37 23 13.1,
IC 4341,,Galaxy,Canes Venatici,0.92,13 53 34.25,+37 31 20.1,
IC 4342,,Galaxy,Boötes,1.09,13 54 22.11,+25 09 11.1,
IC 4343,,Galaxy,Boötes,1.05,13 54 55.80,+25 07 21.5,
IC 4344,,Galaxy,Boötes,1.10,13 55 12.59,+25 01 17.2,
IC 4345,,Galaxy,Boötes,1.23,13 55 13.39,+25 03 06.5,
IC 4346,,Galaxy,Boötes,0.73,13 55 40.57,+25 09 11.0,
IC 4347,NGC 5367,Duplicate,Centaurus,,13 57 43.87,-39 58 42.3,
IC 4348,,Galaxy,Boötes,1.13,13 55 45.09,+25 12 11.2,
IC 4349,,Galaxy,Boötes,1.04,13 55 46.34,+25 09 06.9,
IC 4350,,Galaxy,Hydra,1.88,13 57 13.92,-25 14 44.9,
IC 4351,,Galaxy,Hydra,6.55,13 57 54.26,-29 18 56.6,11.62
IC 4352,,Galaxy,Centaurus,1.82,13 58 25.12,-34 31 02.4,
IC 4353,,Other,Canes Venatici,,13 57 03.70,+37 43 44.6,
IC 4354,,Galaxy,Virgo,1.36,13 58 30.90,-12 36 19.3,
IC 4355,,Galaxy,Canes Venatici,0.43,13 58 06.12,+28 25 21.7,
IC 4356,,Galaxy,Canes Venatici,0.54,13 58 45.10,+37 29 26.4,
IC 4357,,Galaxy,Canes Venatici,0.93,14 00 43.69,+31 53 39.0,
IC 4358,,Galaxy,Virgo,1.39,14 03 34.18,-10 09 04.5,
IC 4359,,Galaxy,Centaurus,1.18,14 05 23.33,-45 16 11.2,
IC 4360,,Galaxy,Virgo,0.78,14 04 21.34,-11 25 29.4,
IC 4361,,Galaxy,Virgo,0.66,14 04 07.47,-09 46 08.0,
IC 4362,,Galaxy,Centaurus,1.81,14 05 22.22,-41 49 08.3,
IC 4363,,Galaxy,Virgo,0.45,14 04 12.30,-09 38 29.9,
IC 4364,,Galaxy,Virgo,0.91,14 04 19.72,-09 59 35.8,
IC 4365,NGC 5437,Duplicate,Boötes,,14 03 47.34,+09 31 25.3,
IC 4366,,Galaxy,Centaurus,1.63,14 05 11.48,-33 45 36.4,12.74
IC 4367,,Galaxy,Centaurus,1.64,14 05 36.58,-39 12 12.1,
IC 4368,,Galaxy,Virgo,0.55,14 04 46.44,-09 57 44.1,
IC 4369,,Galaxy,Canes Venatici,0.44,14 04 05.87,+33 19 14.6,
IC 4370,,Galaxy,Canes Venatici,0.44,14 04 09.86,+33 20 45.6,
IC 4371,,Galaxy,Canes Venatici,0.81,14 04 10.87,+33 18 28.1,
IC 4372,,Galaxy,Virgo,0.48,14 05 46.09,-10 54 00.3,
IC 4373,,Galaxy,Boötes,0.82,14 05 43.17,+25 13 52.9,
IC 4374,,Galaxy,Hydra,1.80,14 07 29.76,-27 01 04.3,
IC 4375,NGC 5488,Duplicate,Centaurus,,14 08 03.11,-33 18 53.7,
IC 4376,,Other,Centaurus,,14 10 50.47,-30 47 33.9,
IC 4377,,Galaxy,Apus,1.98,14 16 58.81,-75 38 49.9,
IC 4378,,Galaxy,Centaurus,1.54,14 12 09.57,-34 15 55.2,
IC 4379,,Galaxy,Centaurus,0.92,14 12 10.24,-34 16 21.8,
IC 4380,,Galaxy,Boötes,0.73,14 10 02.12,+37 32 59.5,
IC 4381,NGC 5008,Duplicate,Boötes,,14 10 57.24,+25 29 50.0,
IC 4382,,Galaxy,Boötes,0.64,14 11 02.54,+25 31 09.7,
IC 4383,NGC 5504B,Duplicate,Boötes,,14 12 12.72,+15 52 08.0,
IC 4384,,Galaxy,Boötes,1.13,14 11 56.02,+27 06 50.1,
IC 4385,,Other,Centaurus,,14 14 31.72,-42 19 25.0,
IC 4386,,Galaxy,Centaurus,2.57,14 15 02.37,-43 57 40.8,
IC 4387,,Galaxy,Centaurus,1.26,14 15 01.75,-43 59 24.4,
IC 4388,,Galaxy,Centaurus,1.14,14 16 03.48,-31 45 09.5,
IC 4389,,Galaxy,Centaurus,0.83,14 16 46.20,-40 33 09.0,
IC 4390,,Galaxy,Centaurus,1.95,14 16 59.20,-44 58 38.4,
IC 4391,,Galaxy,Centaurus,0.98,14 16 27.04,-31 41 05.9,
IC 4392,,Other,Virgo,,14 15 53.17,-13 03 04.5,
IC 4393,,Galaxy,Centaurus,2.30,14 17 48.95,-31 20 56.7,13.74
IC 4394,,Other,Boötes,,14 16 22.36,+39 41 51.7,
IC 4395,,Galaxy,Boötes,1.16,14 17 21.08,+26 51 26.8,15.00
IC 4396,,Galaxy,Boötes,0.63,14 17 30.24,+28 48 00.0,14.99
IC 4397,,Galaxy,Boötes,1.08,14 17 58.72,+26 24 45.2,14.10
IC 4398,,Galaxy,Boötes,0.62,14 18 03.44,+28 51 59.0,
IC 4399,,Galaxy,Boötes,0.71,14 18 23.96,+26 23 09.2,
IC 4400,,Other,Centaurus,,14 22 13.45,-60 34 11.3,
IC 4401,,Galaxy,Virgo,1.50,14 19 25.07,-04 29 20.9,
IC 4402,,Galaxy,Lupus,5.78,14 21 13.09,-46 17 52.4,11.82
IC 4403,,Galaxy,Boötes,1.23,14 18 16.87,+31 39 13.8,
IC 4404,,*,Ursa Minor,,14 10 50.17,+78 37 41.9,
IC 4405,,Galaxy,Boötes,1.35,14 19 16.59,+26 17 54.9,
IC 4406,,Planetary Nebula,Lupus,0.58,14 22 26.48,-44 09 00.7,10.20
IC 4407,,Galaxy,Virgo,1.48,14 23 36.86,-05 58 59.6,
IC 4408,,Galaxy,Boötes,0.83,14 21 13.09,+29 59 36.6,
IC 4409,,Galaxy,Boötes,0.79,14 21 33.30,+31 35 07.9,
IC 4410,,Galaxy,Boötes,0.79,14 22 13.95,+17 23 50.4,
IC 4411,,Other,Centaurus,,14 25 01.10,-35 01 14.2,
IC 4412,NGC 5594,Duplicate,Boötes,,14 23 10.31,+26 15 56.9,
IC 4413,,Galaxy,Boötes,0.51,14 22 57.32,+37 31 38.7,
IC 4414,IC 1008,Duplicate,Boötes,,14 23 42.59,+28 20 52.3,
IC 4415,,Galaxy,Boötes,0.62,14 24 26.72,+16 38 22.6,
IC 4416,,Galaxy,Boötes,0.92,14 24 17.42,+29 38 08.9,
IC 4417,,Galaxy,Boötes,1.11,14 24 53.69,+17 02 16.5,
IC 4418,,Galaxy,Boötes,0.94,14 25 27.24,+25 31 34.6,
IC 4419,,Galaxy,Boötes,0.79,14 25 54.67,+16 37 57.1,
IC 4420,,Galaxy,Boötes,0.67,14 25 39.41,+25 22 42.1,
IC 4421,,Galaxy,Centaurus,1.43,14 28 31.31,-37 35 01.5,12.37
IC 4422,,Galaxy,Boötes,0.74,14 25 59.13,+30 28 25.4,
IC 4423,,Galaxy,Boötes,1.02,14 26 17.74,+26 14 46.1,
IC 4424,NGC 5619B,Duplicate,Virgo,,14 27 32.37,+04 49 17.8,
IC 4425,,Galaxy,Boötes,0.64,14 26 44.18,+27 11 22.3,
IC 4426,,Galaxy,Boötes,0.69,14 27 17.09,+16 49 51.5,
IC 4427,,Galaxy,Boötes,0.86,14 26 59.57,+26 51 50.3,
IC 4428,,Galaxy,Boötes,0.76,14 27 25.55,+16 11 27.0,
IC 4429,,Galaxy,Boötes,1.02,14 27 37.37,+16 53 59.5,
IC 4430,,Galaxy,Centaurus,2.47,14 29 19.40,-33 27 18.4,
IC 4431,IC 1012,Duplicate,Boötes,,14 27 09.50,+30 56 53.6,
IC 4432,,Galaxy,Centaurus,0.85,14 28 49.76,-39 33 07.9,
IC 4433,,Galaxy,Boötes,0.48,14 27 53.35,+16 11 44.0,
IC 4434,,Galaxy,Boötes,0.64,14 27 54.74,+16 12 25.8,
IC 4435,,Galaxy,Boötes,0.94,14 27 24.28,+37 28 17.2,
IC 4436,,Galaxy,Boötes,1.20,14 27 58.18,+26 30 16.2,
IC 4437,,**,Boötes,,14 27 31.66,+41 30 11.6,
IC 4438,,Galaxy,Boötes,0.48,14 28 34.47,+17 20 04.4,
IC 4439,,Galaxy,Boötes,0.67,14 28 40.04,+17 01 29.1,
IC 4440,,Galaxy,Boötes,0.77,14 28 59.24,+17 19 14.1,
IC 4441,IC 4444,Galaxy,Lupus,1.95,14 31 38.62,-43 25 06.4,11.84
IC 4442,,Galaxy,Boötes,0.85,14 28 45.27,+28 57 51.3,
IC 4443,,Galaxy,Boötes,0.62,14 29 17.49,+16 10 53.6,
IC 4444,IC 4441,Duplicate,Lupus,,14 31 38.62,-43 25 06.4,
IC 4445,,Galaxy,Lupus,1.19,14 31 54.61,-46 02 07.1,
IC 4446,,Galaxy,Boötes,0.77,14 29 01.32,+37 27 47.3,
IC 4447,,Galaxy,Boötes,0.82,14 29 17.98,+30 49 56.0,
IC 4448,,Galaxy,Apus,1.10,14 40 27.96,-78 48 33.2,13.51
IC 4449,,Galaxy,Boötes,0.72,14 31 21.59,+15 14 27.1,
IC 4450,,Galaxy,Boötes,0.98,14 32 12.34,+28 33 24.6,
IC 4451,,Galaxy,Centaurus,1.79,14 34 37.14,-36 17 09.0,
IC 4452,,Galaxy,Boötes,0.50,14 32 27.43,+27 25 38.7,
IC 4453,,Galaxy,Hydra,2.09,14 34 28.65,-27 31 06.8,12.19
IC 4454,,Galaxy,Boötes,0.45,14 33 16.69,+17 42 42.5,
IC 4455,NGC 5664,Duplicate,Libra,,14 33 43.62,-14 37 10.9,
IC 4456,,Galaxy,Boötes,0.58,14 34 09.17,+16 11 02.5,
IC 4457,,Galaxy,Boötes,0.46,14 34 28.88,+18 13 28.9,
IC 4458,,Galaxy,Centaurus,0.59,14 38 05.87,-39 30 21.5,
IC 4459,,Galaxy,Boötes,0.89,14 34 32.20,+30 58 28.8,
IC 4460,,Galaxy,Boötes,0.55,14 34 36.53,+30 16 45.8,
IC 4461,,Galaxy,Boötes,0.41,14 35 00.38,+26 31 54.9,
IC 4462,,Galaxy,Boötes,0.74,14 35 01.90,+26 32 38.1,
IC 4463,,Galaxy,Boötes,0.81,14 35 49.00,+16 01 09.4,
IC 4464,,Galaxy,Centaurus,1.68,14 37 49.00,-36 52 40.8,
IC 4465,,Galaxy,Boötes,0.56,14 35 51.16,+15 34 22.5,
IC 4466,,Galaxy,Boötes,1.00,14 36 48.11,+18 20 37.6,
IC 4467,,Galaxy,Boötes,0.54,14 36 53.67,+18 22 14.3,
IC 4468,,Galaxy,Libra,2.30,14 38 26.74,-22 22 03.4,
IC 4469,,Galaxy,Boötes,1.67,14 37 20.49,+18 14 57.6,
IC 4470,,Galaxy,Ursa Minor,0.89,14 28 22.89,+78 53 08.2,
IC 4471,NGC 5697,Duplicate,Boötes,,14 36 32.06,+41 41 09.2,
IC 4472,,Galaxy,Lupus,2.69,14 40 10.84,-44 18 52.5,
IC 4473,,GTrpl,Boötes,1.20,14 37 54.14,+15 51 42.0,
IC 4473 NED01,,Galaxy,Boötes,0.74,14 37 54.39,+15 51 38.5,
IC 4473 NED02,,Galaxy,Boötes,0.93,14 37 54.05,+15 51 49.2,
IC 4473 NED03,,Galaxy,Boötes,0.12,14 37 54.22,+15 52 12.6,
IC 4474,,Galaxy,Boötes,0.65,14 38 22.30,+23 25 43.5,
IC 4475,,Galaxy,Boötes,1.05,14 38 23.26,+23 20 00.8,
IC 4476,,Galaxy,Libra,0.76,14 39 51.85,-16 14 41.1,
IC 4477,,Galaxy,Boötes,0.60,14 38 35.24,+28 27 33.8,
IC 4478,,Galaxy,Boötes,0.58,14 39 12.69,+15 52 38.6,
IC 4479,,Galaxy,Boötes,1.16,14 38 45.90,+28 30 19.6,
IC 4480,,Galaxy,Boötes,0.64,14 39 45.63,+18 29 32.5,
IC 4481,,Galaxy,Boötes,0.50,14 40 10.11,+16 08 29.2,
IC 4482,,Galaxy,Boötes,0.62,14 40 12.46,+18 56 35.8,
IC 4483,,Galaxy,Boötes,1.34,14 40 19.51,+16 41 06.8,
IC 4484,,Galaxy,Apus,2.96,14 47 43.88,-73 18 21.4,
IC 4485,,Galaxy,Boötes,0.64,14 40 31.46,+28 40 07.9,
IC 4486,,Galaxy,Boötes,0.52,14 41 40.79,+18 33 26.0,
IC 4487,,Galaxy,Boötes,0.68,14 41 52.19,+18 34 37.2,
IC 4488,,Galaxy,Boötes,0.61,14 42 52.58,+18 37 13.0,
IC 4489,,Galaxy,Boötes,0.42,14 43 15.95,+18 31 43.0,
IC 4490,,**,Centaurus,,14 45 21.27,-36 10 24.1,
IC 4491,IC 1055,Duplicate,Libra,,14 47 25.69,-13 42 58.1,
IC 4492,,Galaxy,Boötes,0.63,14 42 33.87,+37 27 08.4,
IC 4493,NGC 5747,Duplicate,Boötes,,14 44 20.80,+12 07 47.0,
IC 4494,,Galaxy,Boötes,0.93,14 44 25.54,+15 33 05.0,
IC 4495,,Galaxy,Boötes,0.78,14 44 14.57,+23 33 30.2,
IC 4496,,Galaxy,Boötes,0.85,14 43 54.58,+33 24 23.6,
IC 4497,,Galaxy,Boötes,0.84,14 44 20.86,+28 33 03.7,
IC 4498,,Galaxy,Boötes,0.75,14 45 00.79,+26 18 04.1,
IC 4499,,Globular Cluster,Apus,5.10,15 00 19.25,-82 12 48.6,8.56
IC 4500,,Galaxy,Boötes,0.56,14 44 35.66,+37 28 56.9,
IC 4501,,Galaxy,Libra,1.03,14 47 25.47,-22 24 21.7,
IC 4502,,Galaxy,Boötes,0.64,14 45 15.83,+37 18 01.3,
IC 4503,,Galaxy,Boötes,1.20,14 46 39.51,+16 08 47.2,
IC 4504,,Galaxy,Boötes,0.51,14 46 36.98,+31 41 57.1,
IC 4505,,Galaxy,Boötes,1.13,14 46 33.37,+33 24 31.0,
IC 4506,,Galaxy,Boötes,0.49,14 46 39.94,+33 24 04.4,
IC 4507,,Galaxy,Boötes,0.68,14 47 42.16,+18 27 20.6,
IC 4508,,Galaxy,Boötes,0.76,14 47 51.41,+31 46 05.8,
IC 4509,,Galaxy,Boötes,0.83,14 48 27.06,+31 47 29.7,
IC 4510,,Other,Libra,,14 50 40.71,-20 43 51.2,
IC 4511,,Other,Centaurus,,14 52 05.28,-40 29 41.7,
IC 4512,,Galaxy,Boötes,0.55,14 49 54.30,+27 42 02.9,
IC 4513,,Other,Libra,,14 52 16.83,-20 43 40.5,
IC 4514,,Galaxy,Boötes,0.83,14 50 55.44,+27 34 42.7,16.98
IC 4515,,Galaxy,Boötes,0.98,14 51 06.67,+37 29 41.3,
IC 4516,,Galaxy,Boötes,1.36,14 54 23.45,+16 21 19.0,14.22
IC 4517,,Galaxy,Boötes,1.12,14 54 35.09,+23 38 35.8,
IC 4518,,Galaxy Pair,Lupus,2.00,14 57 42.90,-43 07 54.0,
IC 4518A,IC 4518W,Galaxy,Lupus,0.92,14 57 41.18,-43 07 55.6,
IC 4518B,IC 4518E,Galaxy,Lupus,1.26,14 57 44.46,-43 07 52.9,
IC 4519,,Galaxy,Boötes,0.89,14 54 44.54,+37 24 45.8,
IC 4520,,Galaxy,Boötes,0.51,14 55 07.01,+33 43 28.0,
IC 4521,,Galaxy,Boötes,0.66,14 59 27.45,+25 35 02.7,
IC 4522,,Galaxy,Apus,3.02,15 11 28.92,-75 51 35.9,
IC 4523,,Galaxy,Lupus,1.65,15 05 10.54,-43 30 34.3,
IC 4524,,Galaxy,Boötes,0.64,15 02 06.36,+25 36 05.4,
IC 4525,,Galaxy,Boötes,0.58,15 02 24.86,+25 38 18.6,
IC 4526,,Galaxy,Boötes,0.50,15 02 38.20,+23 21 01.6,
IC 4527,,Galaxy,Lupus,1.43,15 05 41.02,-42 26 58.3,
IC 4528,,Galaxy,Boötes,0.81,15 01 33.37,+49 06 44.9,
IC 4529,,Galaxy,Lupus,0.77,15 06 25.98,-43 13 57.5,
IC 4530,,Galaxy,Boötes,0.91,15 03 45.31,+26 06 03.1,
IC 4531,,Galaxy,Boötes,0.92,15 04 26.44,+23 24 53.8,
IC 4532,,Galaxy,Boötes,0.86,15 04 53.81,+23 15 23.8,
IC 4533,,Galaxy,Boötes,0.98,15 04 30.34,+27 47 34.3,
IC 4534,,Galaxy,Boötes,1.45,15 06 41.77,+23 38 30.9,
IC 4535,,Galaxy,Boötes,0.54,15 08 41.60,+37 34 13.2,
IC 4536,,Galaxy,Libra,1.32,15 13 17.23,-18 08 14.2,
IC 4537,,Galaxy,Se1,0.75,15 17 32.44,+02 02 50.6,
IC 4538,,Galaxy,Libra,2.48,15 21 11.61,-23 39 30.3,12.38
IC 4539,,Galaxy,Corona Borealis,0.55,15 18 31.15,+32 23 34.3,
IC 4540,,Other,Se1,,15 20 03.11,+01 47 11.7,
IC 4541,,Galaxy,Apus,1.74,15 29 55.57,-70 35 05.8,
IC 4542,,Galaxy,Boötes,1.05,15 22 05.39,+33 08 54.9,
IC 4543,IC 1118,Duplicate,Se1,,15 24 59.53,+13 26 42.3,
IC 4544,,Nova,Norma,,15 29 22.99,-50 35 00.4,
IC 4545,,Galaxy,Apus,2.02,15 41 27.78,-81 37 33.4,
IC 4546,,Galaxy,Corona Borealis,0.70,15 26 58.41,+28 51 09.4,15.54
IC 4547,,Galaxy,Corona Borealis,0.80,15 27 15.07,+28 47 20.3,
IC 4548,,Galaxy,Corona Borealis,0.48,15 27 24.02,+28 50 59.4,
IC 4549,,Galaxy,Boötes,0.70,15 29 14.57,+32 49 32.0,
IC 4550,NGC 5946,Duplicate,Norma,,15 35 28.57,-50 39 35.0,
IC 4551,NGC 5964,Duplicate,Se1,,15 37 36.22,+05 58 26.5,
IC 4552,,Galaxy,Se1,1.00,15 38 54.89,+04 34 59.0,
IC 4553,IC 1127,Galaxy,Se1,1.11,15 34 57.25,+23 30 11.3,13.19
IC 4554,,Galaxy,Se1,0.47,15 35 04.83,+23 28 45.4,
IC 4555,,Galaxy,Apus,2.14,15 48 14.81,-78 10 43.9,
IC 4556,,Galaxy,Se1,1.17,15 35 22.45,+25 17 49.7,
IC 4557,,Galaxy,Boötes,0.52,15 34 36.93,+39 43 44.0,
IC 4558,,Galaxy,Se1,0.45,15 35 46.20,+25 20 45.2,
IC 4559,,Galaxy,Se1,0.64,15 35 53.52,+25 20 28.1,
IC 4560,,Galaxy,Boötes,0.61,15 35 54.08,+39 48 50.8,
IC 4561,,Galaxy,Se1,0.83,15 36 47.07,+25 25 00.5,
IC 4562,,Galaxy,Boötes,1.19,15 35 57.00,+43 29 35.7,
IC 4563,,Galaxy,Boötes,1.06,15 36 03.68,+39 49 53.5,
IC 4564,,Galaxy,Boötes,1.20,15 36 27.06,+43 31 07.6,
IC 4565,,Galaxy,Boötes,0.80,15 36 35.13,+43 25 29.6,
IC 4566,,Galaxy,Boötes,1.35,15 36 42.16,+43 32 21.6,13.27
IC 4567,,Galaxy,Boötes,1.34,15 37 13.27,+43 17 53.9,
IC 4568,,Galaxy,Corona Borealis,0.54,15 40 07.70,+28 09 08.2,
IC 4569,,Galaxy,Corona Borealis,0.91,15 40 48.38,+28 17 31.5,
IC 4570,,Galaxy,Corona Borealis,0.76,15 41 22.59,+28 13 47.1,
IC 4571,,Galaxy,Triangulum Australe,1.58,15 48 51.50,-67 19 24.5,
IC 4572,,Galaxy,Corona Borealis,1.16,15 41 54.19,+28 08 02.4,
IC 4573,,Galaxy,Se1,0.62,15 42 12.34,+23 47 59.9,
IC 4574,,Galaxy,Corona Borealis,0.63,15 41 59.24,+28 14 25.2,
IC 4575,,Galaxy,Se1,0.50,15 42 19.65,+23 48 27.5,
IC 4576,,Galaxy,Se1,1.39,15 42 35.50,+23 40 12.2,
IC 4577,,Galaxy,Se1,0.58,15 42 45.56,+23 47 33.5,
IC 4578,,Galaxy,Apus,1.63,15 53 10.66,-74 49 31.0,
IC 4579,,Galaxy,Se1,0.55,15 42 51.51,+23 46 23.4,
IC 4580,,Galaxy,Corona Borealis,0.98,15 43 14.24,+28 21 24.6,
IC 4581,,Galaxy,Corona Borealis,0.79,15 44 01.52,+28 16 37.3,
IC 4582,,Galaxy,Corona Borealis,1.20,15 45 39.45,+28 05 19.2,
IC 4583,,Galaxy,Se1,1.21,15 46 21.94,+23 48 32.5,
IC 4584,,Galaxy,Triangulum Australe,1.96,16 00 12.26,-66 22 59.8,
IC 4585,,Galaxy,Triangulum Australe,1.58,16 00 17.64,-66 19 20.2,12.32
IC 4586,NGC 6014,Duplicate,Se1,,15 55 57.40,+05 55 54.8,
IC 4587,,Galaxy,Corona Borealis,0.83,15 59 51.61,+25 56 26.3,
IC 4588,,Galaxy,Se1,0.50,16 05 04.25,+23 55 01.7,
IC 4589,,*,Ophiuchus,,16 07 24.59,-06 23 07.1,
IC 4590,,Galaxy,Corona Borealis,0.65,16 08 21.15,+28 28 43.3,14.90
IC 4591,,HII Emission Nebula,Scorpius,12.00,16 12 18.16,-27 55 39.9,
IC 4592,,Reflection Nebula,Scorpius,60.00,16 11 58.67,-19 27 16.8,
