name,description,type,constellation,size,ra,dec,mag
NGC 1738,,Galaxy,Lepus,1.35,05 01 46.70,-18 09 25.4,
NGC 1739,,Galaxy,Lepus,1.50,05 01 47.34,-18 10 00.5,
NGC 1740,,Galaxy,Orion,1.79,05 01 54.80,-03 17 46.8,
NGC 1741,,Galaxy,Eridanus,1.21,05 01 38.30,-04 15 25.2,
NGC 1741B,,Galaxy,Eridanus,0.93,05 01 36.2,-04 15 43,
NGC 1742,,*,Orion,,05 01 59.33,-03 17 41.9,
NGC 1743,,Nebula,Dorado,0.95,04 54 02.67,-69 11 55.0,11.26
NGC 1744,,Galaxy,Lepus,5.28,04 59 57.80,-26 01 20.0,11.50
NGC 1745,,Nebula,Dorado,1.20,04 54 20.62,-69 09 32.0,13.40
NGC 1746,,Open Cluster,Taurus,18.00,05 03 50.19,+23 46 03.5,6.10
NGC 1747,,Open Cluster,Dorado,4.40,04 55 10.98,-67 10 08.0,9.37
NGC 1748,IC 2114,Nebula,Dorado,0.90,04 54 25.97,-69 11 02.8,12.30
NGC 1749,,Open Cluster,Dorado,1.50,04 54 56.06,-68 11 19.2,13.56
NGC 1750,,Open Cluster,Taurus,,05 04 00.03,+23 38 44.8,
NGC 1751,,Globular Cluster,Mensa,1.60,04 54 12.58,-69 48 21.0,11.73
NGC 1752,,Galaxy,Eridanus,2.95,05 02 09.49,-08 14 27.1,12.40
NGC 1753,,Galaxy,Orion,1.32,05 02 32.34,-03 20 39.6,
NGC 1754,,Globular Cluster,Mensa,1.60,04 54 18.95,-70 26 32.9,11.57
NGC 1755,,Globular Cluster,Dorado,2.20,04 55 14.87,-68 12 14.6,9.85
NGC 1756,,Globular Cluster,Dorado,1.40,04 54 49.83,-69 14 15.5,12.24
NGC 1757,,Other,Eridanus,,05 02 39.36,-04 43 22.6,
NGC 1758,,Open Cluster,Taurus,,05 04 42.24,+23 46 53.9,
NGC 1759,,Galaxy,Caelum,1.95,05 00 49.04,-38 40 26.0,
NGC 1760,,HII Emission Nebula,Dorado,5.10,04 56 44.37,-66 31 38.4,
NGC 1761,,*Ass,Dorado,4.20,04 56 37.73,-66 28 43.9,9.94
NGC 1762,,Galaxy,Orion,1.75,05 03 37.03,+01 34 24.0,12.60
NGC 1763,,Cl+N Emission Nebula,Dorado,5.20,04 56 49.19,-66 24 32.7,9.40
NGC 1764,,Open Cluster,Dorado,1.10,04 56 27.72,-67 41 37.5,12.58
NGC 1765,,Galaxy,Dorado,1.18,04 58 24.16,-62 01 42.2,
NGC 1766,,Open Cluster,Mensa,1.00,04 55 57.60,-70 13 30.2,12.22
NGC 1767,,Open Cluster,Dorado,1.30,04 56 27.30,-69 24 02.0,10.61
NGC 1768,,Open Cluster,Dorado,0.65,04 57 00.16,-68 14 58.0,12.79
NGC 1769,,EmN,Dorado,4.10,04 57 47.37,-66 28 08.7,
NGC 1770,,Cl+N Emission Nebula,Dorado,4.10,04 57 15.71,-68 25 05.1,
NGC 1771,,Galaxy,Dorado,1.95,04 58 55.72,-63 17 53.6,13.43
NGC 1772,,Open Cluster,Dorado,1.50,04 56 52.79,-69 33 21.8,10.97
NGC 1773,,Nebula,Dorado,2.70,04 58 12.03,-66 21 36.4,
NGC 1774,,Open Cluster,Dorado,1.70,04 58 06.88,-67 14 32.4,10.76
NGC 1775,,Open Cluster,Mensa,1.00,04 56 54.78,-70 25 55.2,12.55
NGC 1776,,Open Cluster,Dorado,1.30,04 58 39.72,-66 25 46.5,13.01
NGC 1777,,Globular Cluster,Mensa,2.40,04 55 47.66,-74 17 07.3,12.80
NGC 1778,,Open Cluster,Auriga,4.50,05 08 05.70,+37 01 22.2,7.70
NGC 1779,,Galaxy,Eridanus,2.67,05 05 18.07,-09 08 49.7,12.10
NGC 1780,,Galaxy,Lepus,0.92,05 06 20.71,-19 28 00.0,
NGC 1781,NGC 1794,Galaxy,Lepus,1.27,05 07 55.03,-18 11 23.7,
NGC 1782,,Open Cluster,Dorado,1.20,04 57 51.09,-69 23 31.9,10.50
NGC 1783,,Globular Cluster,Dorado,5.30,04 59 08.81,-65 59 14.2,10.93
NGC 1784,,Galaxy,Lepus,4.00,05 05 27.10,-11 52 17.5,11.60
NGC 1785,,*Ass,Dorado,2.00,04 58 44.96,-68 49 29.5,
NGC 1786,,Globular Cluster,Dorado,2.00,04 59 07.82,-67 44 42.8,
NGC 1787,,Open Cluster,Dorado,24.00,05 01 44.41,-65 49 23.9,10.92
NGC 1788,,Reflection Nebula,Orion,2.00,05 06 53.22,-03 20 27.5,
NGC 1789,,Globular Cluster,Mensa,1.80,04 57 51.68,-71 54 07.1,13.06
NGC 1790,,Open Cluster,Auriga,,05 10 56.22,+52 03 35.3,
NGC 1791,,Open Cluster,Mensa,1.20,04 59 06.48,-70 10 07.5,13.12
NGC 1792,,Galaxy,Columba,5.52,05 05 14.45,-37 58 50.7,10.16
NGC 1793,,Open Cluster,Dorado,1.30,04 59 38.21,-69 33 27.5,12.41
NGC 1794,NGC 1781,Duplicate,Lepus,,05 07 55.03,-18 11 23.7,
NGC 1795,,Open Cluster,Dorado,1.40,04 59 46.90,-69 48 04.2,12.42
NGC 1796,,Galaxy,Dorado,1.93,05 02 42.55,-61 08 24.2,12.43
NGC 1796A,,Galaxy,Dorado,1.28,05 05 03.0,-61 29 04,
NGC 1796B,,Galaxy,Dorado,1.12,05 07 54.9,-61 11 28,
NGC 1797,,Galaxy,Eridanus,1.19,05 07 44.88,-08 01 08.7,
NGC 1798,,Open Cluster,Auriga,5.40,05 11 39.32,+47 41 43.8,
NGC 1799,,Galaxy,Eridanus,1.25,05 07 44.62,-07 58 09.4,
NGC 1800,,Galaxy,Columba,1.55,05 06 25.72,-31 57 15.2,12.58
NGC 1801,,Globular Cluster,Dorado,2.20,05 00 34.51,-69 36 49.5,12.16
NGC 1802,,Open Cluster,Taurus,4.80,05 10 12.87,+24 07 30.5,
NGC 1803,,Galaxy,Pictor,0.93,05 05 26.58,-49 34 04.6,12.86
NGC 1804,,Open Cluster,Dorado,0.95,05 01 03.26,-69 04 57.3,11.87
NGC 1805,,Globular Cluster,Dorado,1.80,05 02 21.32,-66 06 44.1,
NGC 1806,,Globular Cluster,Dorado,2.50,05 02 12.37,-67 59 08.7,
NGC 1807,,Open Cluster,Taurus,5.40,05 10 45.03,+16 30 45.9,7.00
NGC 1808,,Galaxy,Columba,5.42,05 07 42.34,-37 30 47.0,10.21
NGC 1809,,Galaxy,Dorado,3.74,05 02 05.01,-69 34 05.8,12.34
NGC 1810,,Open Cluster,Dorado,1.20,05 03 23.27,-66 22 54.5,11.90
NGC 1811,,Galaxy,Columba,1.73,05 08 42.74,-29 16 33.5,
NGC 1812,,Galaxy,Columba,1.27,05 08 52.91,-29 15 04.5,
NGC 1813,,Open Cluster,Mensa,0.95,05 02 40.28,-70 19 04.6,12.76
NGC 1814,,Cl+N Emission Nebula,Dorado,1.20,05 03 46.46,-67 18 02.4,12.76
NGC 1815,,Open Cluster,Mensa,1.20,05 02 27.25,-70 37 15.8,12.41
NGC 1816,,Open Cluster,Dorado,0.90,05 03 50.75,-67 15 38.7,13.02
NGC 1817,,Open Cluster,Taurus,9.30,05 12 26.27,+16 41 02.7,7.70
NGC 1818,,Globular Cluster,Dorado,3.10,05 04 14.76,-66 26 04.2,
NGC 1819,,Galaxy,Orion,1.53,05 11 46.14,+05 12 02.2,
NGC 1820,,Open Cluster,Dorado,7.00,05 04 01.68,-67 15 57.4,11.50
NGC 1821,,Galaxy,Lepus,1.26,05 11 46.10,-15 08 04.7,
NGC 1822,,Open Cluster,Dorado,1.20,05 05 09.20,-66 12 38.0,13.15
NGC 1823,,Open Cluster,Mensa,1.00,05 03 24.96,-70 20 07.8,12.09
NGC 1824,,Galaxy,Dorado,2.14,05 06 56.20,-59 43 26.3,12.57
NGC 1825,,Open Cluster,Dorado,1.00,05 04 19.04,-68 55 35.1,12.04
NGC 1826,,Open Cluster,Dorado,1.20,05 05 33.29,-66 13 47.1,13.25
NGC 1827,,Galaxy,Columba,3.24,05 10 04.60,-36 57 36.9,
NGC 1828,,Open Cluster,Dorado,1.20,05 04 20.88,-69 23 17.4,12.52
NGC 1829,,Cl+N Emission Nebula,Dorado,1.80,05 05 00.00,-68 03 33.3,
NGC 1830,,Open Cluster,Dorado,1.30,05 04 38.27,-69 20 24.6,12.56
NGC 1831,,Globular Cluster,Dorado,3.80,05 06 16.72,-64 55 03.0,11.18
NGC 1832,,Galaxy,Lepus,2.46,05 12 03.33,-15 41 16.1,11.54
NGC 1833,,Cl+N Emission Nebula,Mensa,1.60,05 04 24.51,-70 43 41.0,
NGC 1834,,Open Cluster,Dorado,0.95,05 05 11.38,-69 12 26.9,
NGC 1835,,Globular Cluster,Dorado,2.30,05 05 06.58,-69 24 13.9,10.60
NGC 1836,,Open Cluster,Dorado,1.50,05 05 34.42,-68 37 40.4,12.22
NGC 1837,,Open Cluster,Mensa,1.90,05 04 55.80,-70 42 50.4,12.27
NGC 1838,,Open Cluster,Dorado,1.30,05 06 07.88,-68 26 42.7,12.93
NGC 1839,,Open Cluster,Dorado,1.60,05 06 02.35,-68 37 36.4,11.80
NGC 1840,,Open Cluster,Mensa,0.80,05 05 19.16,-71 45 46.4,
NGC 1841,,Globular Cluster,Mensa,4.00,04 45 23.35,-83 59 56.6,11.43
NGC 1842,,Open Cluster,Dorado,1.50,05 07 18.10,-67 16 23.4,14.02
NGC 1843,,Galaxy,Orion,1.80,05 14 06.02,-10 37 37.3,
NGC 1844,,Open Cluster,Dorado,1.60,05 07 30.68,-67 19 24.3,12.08
NGC 1845,,*Ass,Mensa,8.90,05 05 45.01,-70 34 53.8,10.20
NGC 1846,,Globular Cluster,Dorado,3.80,05 07 33.94,-67 27 41.3,11.31
NGC 1847,,Open Cluster,Dorado,1.80,05 07 08.16,-68 58 17.2,12.47
NGC 1848,,Open Cluster,Mensa,2.20,05 07 27.16,-71 11 43.3,9.73
NGC 1849,,Open Cluster,Dorado,1.50,05 09 34.81,-66 18 56.9,12.77
NGC 1850,,Globular Cluster,Dorado,3.00,05 08 44.73,-68 45 42.0,8.96
NGC 1851,,Globular Cluster,Columba,9.00,05 14 06.73,-40 02 47.8,7.23
NGC 1852,,Globular Cluster,Dorado,1.90,05 09 23.79,-67 46 34.5,12.01
NGC 1853,,Galaxy,Dorado,1.53,05 12 16.52,-57 23 56.5,
NGC 1854,,Globular Cluster,Dorado,2.30,05 09 19.89,-68 50 50.5,10.39
NGC 1855,,*Ass,Dorado,,05 09 16.91,-68 50 44.3,
NGC 1856,,Globular Cluster,Dorado,2.70,05 09 29.37,-69 07 39.3,10.06
NGC 1857,,Open Cluster,Auriga,4.50,05 20 05.56,+39 20 37.0,7.00
NGC 1858,,Cl+N Emission Nebula,Dorado,4.40,05 09 51.94,-68 53 28.5,9.88
NGC 1859,,Open Cluster,Dorado,1.50,05 11 31.79,-65 14 59.0,12.26
NGC 1860,,Open Cluster,Dorado,1.10,05 10 39.51,-68 45 08.1,11.04
NGC 1861,,Open Cluster,Mensa,1.50,05 10 22.14,-70 46 37.6,13.16
NGC 1862,,Open Cluster,Dorado,0.90,05 12 34.54,-66 09 15.7,13.33
NGC 1863,,Open Cluster,Dorado,1.40,05 11 39.58,-68 43 36.4,
NGC 1864,,Open Cluster,Dorado,1.10,05 12 40.60,-67 37 16.5,12.86
NGC 1865,,Open Cluster,Dorado,1.40,05 12 25.08,-68 46 15.7,12.91
NGC 1866,,Globular Cluster,Dorado,5.50,05 13 39.10,-65 27 56.1,9.73
NGC 1867,,Open Cluster,Dorado,1.50,05 13 42.26,-66 17 31.0,13.35
NGC 1868,,Globular Cluster,Dorado,2.70,05 14 36.30,-63 57 16.2,11.57
NGC 1869,,Cl+N Emission Nebula,Dorado,2.00,05 13 56.32,-67 22 45.8,
NGC 1870,,Globular Cluster,Dorado,1.10,05 13 09.90,-69 07 01.0,11.26
NGC 1871,,Cl+N Emission Nebula,Dorado,2.30,05 13 51.76,-67 27 09.5,10.09
NGC 1872,,Globular Cluster,Dorado,1.70,05 13 10.77,-69 18 41.7,11.04
NGC 1873,,Cl+N Emission Nebula,Dorado,2.80,05 13 55.67,-67 20 03.7,10.44
NGC 1874,,Cl+N Emission Nebula,Dorado,1.40,05 13 11.66,-69 22 34.4,12.81
NGC 1875,,Galaxy,Orion,0.79,05 21 45.76,+06 41 19.9,
NGC 1876,,Cl+N Emission Nebula,Dorado,1.50,05 13 18.63,-69 21 43.7,11.71
NGC 1877,,Nebula,Dorado,1.10,05 13 38.84,-69 23 01.6,
NGC 1878,,Open Cluster,Mensa,1.10,05 12 50.91,-70 28 18.1,12.94
NGC 1879,,Galaxy,Columba,2.42,05 19 48.23,-32 08 33.9,12.79
NGC 1880,,HII Emission Nebula,Dorado,1.20,05 13 25.18,-69 22 46.0,12.81
NGC 1881,,Open Cluster,Dorado,1.20,05 13 37.17,-69 17 57.0,
NGC 1882,,Open Cluster,Dorado,1.60,05 15 33.33,-66 07 46.4,12.33
NGC 1883,,Open Cluster,Auriga,5.70,05 25 54.20,+46 29 24.5,12.00
NGC 1884,,Other,Dorado,,05 15 58.04,-66 09 48.2,
NGC 1885,,Open Cluster,Dorado,1.40,05 15 05.86,-68 58 39.2,11.97
NGC 1886,,Galaxy,Lepus,3.22,05 21 48.15,-23 48 36.5,
NGC 1887,,Open Cluster,Dorado,1.50,05 16 05.93,-66 19 06.8,12.72
NGC 1888,,Galaxy,Lepus,3.32,05 22 34.45,-11 29 58.3,11.92
NGC 1889,,Galaxy,Lepus,0.63,05 22 35.30,-11 29 49.0,
NGC 1890,,Open Cluster,Mensa,1.10,05 13 45.83,-72 04 40.7,12.81
NGC 1891,,Open Cluster,Columba,,05 21 44.22,-35 47 21.5,
NGC 1892,,Galaxy,Dorado,3.37,05 17 09.05,-64 57 35.1,12.29
NGC 1893,,Open Cluster,Auriga,6.00,05 22 44.14,+33 24 43.3,7.50
NGC 1894,,Open Cluster,Dorado,1.40,05 15 51.27,-69 28 06.7,12.16
NGC 1895,,Nebula,Dorado,1.40,05 16 51.59,-67 19 46.5,12.93
NGC 1896,,Open Cluster,Auriga,3.90,05 25 34.68,+29 15 36.8,
NGC 1897,,Open Cluster,Dorado,1.10,05 17 31.28,-67 27 03.6,13.49
NGC 1898,,Open Cluster,Dorado,1.60,05 16 42.38,-69 39 22.4,11.86
NGC 1899,,HII Emission Nebula,Dorado,1.10,05 17 48.67,-67 54 02.6,
NGC 1900,,Open Cluster,Dorado,1.80,05 19 09.38,-63 01 25.3,13.59
NGC 1901,,Open Cluster,Dorado,11.10,05 18 15.16,-68 26 10.7,
NGC 1902,,Open Cluster,Dorado,1.70,05 18 19.14,-66 37 38.7,11.77
NGC 1903,,Globular Cluster,Dorado,1.90,05 17 22.30,-69 20 07.1,11.86
NGC 1904,,Globular Cluster,Lepus,7.20,05 24 10.59,-24 31 27.2,8.16
NGC 1905,,Open Cluster,Dorado,0.95,05 18 23.71,-67 16 41.4,13.21
NGC 1906,,Galaxy,Lepus,1.03,05 24 47.10,-15 56 35.9,
NGC 1907,,Open Cluster,Auriga,5.40,05 28 04.55,+35 19 32.4,8.20
NGC 1908,,Other,Orion,,05 25 53.80,-02 31 44.0,
NGC 1909,IC 2118,Reflection Nebula,Eridanus,180.00,05 04 55.44,-07 15 56.3,
NGC 1910,,Cl+N Emission Nebula,Dorado,3.60,05 18 43.07,-69 13 54.9,9.65
NGC 1911,,Open Cluster,Dorado,0.60,05 19 26.88,-66 41 03.3,
NGC 1912,,Open Cluster,Auriga,9.60,05 28 42.49,+35 51 17.7,6.40
NGC 1913,,Open Cluster,Dorado,1.30,05 18 19.29,-69 32 11.3,11.14
NGC 1914,,Cl+N Emission Nebula,Mensa,1.50,05 17 39.76,-71 15 21.1,12.01
NGC 1915,,*Ass,Dorado,0.60,05 19 42.24,-66 49 17.5,
NGC 1916,,Globular Cluster,Dorado,2.10,05 18 36.47,-69 24 24.5,10.38
NGC 1917,,Globular Cluster,Dorado,1.70,05 19 01.97,-68 59 56.3,12.33
NGC 1918,,Supernova Remnant,Dorado,3.90,05 19 06.99,-69 39 44.8,
NGC 1919,,Nebula,Dorado,1.40,05 20 19.05,-66 53 28.1,
NGC 1920,,HII Emission Nebula,Dorado,1.20,05 20 33.50,-66 46 43.4,12.54
NGC 1921,,Open Cluster,Dorado,1.00,05 19 22.75,-69 47 15.9,12.95
NGC 1922,,Open Cluster,Dorado,1.00,05 19 48.92,-69 26 53.7,11.51
NGC 1923,,Cl+N Emission Nebula,Dorado,0.95,05 21 34.06,-65 29 12.2,11.24
NGC 1924,,Galaxy,Orion,1.60,05 28 01.93,-05 18 38.7,12.53
NGC 1925,,*Ass,Dorado,6.00,05 21 43.96,-65 47 37.0,
NGC 1926,,Globular Cluster,Dorado,1.40,05 20 35.43,-69 31 31.0,11.79
NGC 1927,,Other,Orion,,05 28 42.98,-08 22 38.4,
NGC 1928,,Open Cluster,Dorado,1.30,05 20 56.50,-69 28 40.6,12.47
NGC 1929,,Open Cluster,Dorado,1.20,05 21 36.03,-67 54 43.4,
NGC 1930,,Galaxy,Pictor,1.97,05 25 56.80,-46 43 42.5,12.37
NGC 1931,,Cl+N Emission Nebula,Auriga,4.80,05 31 25.35,+34 14 47.6,10.10
NGC 1932,,*,Dorado,,05 22 17.24,-66 09 15.6,13.80
NGC 1933,,Open Cluster,Dorado,1.30,05 22 27.32,-66 09 07.8,13.80
NGC 1934,,Cl+N Emission Nebula,Dorado,1.90,05 21 47.89,-67 56 13.8,10.50
NGC 1935,IC 2126,HII Emission Nebula,Dorado,1.20,05 21 58.71,-67 57 26.6,
NGC 1936,IC 2127,EmN,Dorado,1.00,05 22 13.96,-67 58 41.9,11.60
NGC 1937,,*Ass,Dorado,3.20,05 22 29.16,-67 53 40.8,
NGC 1938,,Globular Cluster,Mensa,0.90,05 21 24.71,-69 56 21.8,13.09
NGC 1939,,Globular Cluster,Mensa,1.40,05 21 26.61,-69 56 59.1,11.83
NGC 1940,,Globular Cluster,Dorado,1.20,05 22 43.74,-67 11 11.6,11.91
NGC 1941,,Cl+N Emission Nebula,Dorado,0.90,05 23 07.70,-66 22 43.1,12.00
NGC 1942,,Open Cluster,Dorado,1.90,05 24 44.54,-63 56 31.6,13.46
NGC 1943,,Globular Cluster,Mensa,1.10,05 22 28.74,-70 09 17.5,11.88
NGC 1944,,Globular Cluster,Mensa,2.70,05 21 57.43,-72 29 38.7,11.84
NGC 1945,,EmN,Dorado,10.00,05 24 54.96,-66 27 26.9,
NGC 1946,,Open Cluster,Dorado,1.00,05 25 16.38,-66 23 40.4,12.62
NGC 1947,,Galaxy,Dorado,3.48,05 26 47.61,-63 45 36.1,10.47
NGC 1948,,Cl+N Emission Nebula,Dorado,7.00,05 25 46.24,-66 16 00.5,10.61
NGC 1949,,Nebula,Dorado,0.95,05 25 04.83,-68 28 21.1,12.39
NGC 1950,,Open Cluster,Mensa,1.70,05 24 32.99,-69 54 08.3,13.17
NGC 1951,,Open Cluster,Dorado,1.70,05 26 06.82,-66 35 50.1,10.58
NGC 1952,,Supernova Remnant,Taurus,8.00,05 34 31.97,+22 00 52.1,8.40
NGC 1953,,Globular Cluster,Dorado,1.20,05 25 27.81,-68 50 17.9,11.74
NGC 1954,,Galaxy,Lepus,3.62,05 32 48.33,-14 03 46.0,12.04
NGC 1955,,HII Emission Nebula,Dorado,4.00,05 26 09.96,-67 29 50.6,8.87
NGC 1956,,Galaxy,Mensa,1.75,05 19 35.32,-77 43 43.2,
NGC 1957,,Galaxy,Lepus,0.87,05 32 55.20,-14 07 59.3,
NGC 1958,,Globular Cluster,Dorado,1.50,05 25 30.52,-69 50 12.4,12.99
NGC 1959,,Open Cluster,Mensa,1.60,05 25 36.63,-69 55 36.9,12.17
NGC 1960,,Open Cluster,Auriga,7.20,05 36 17.74,+34 08 26.7,6.00
NGC 1961,IC 2133,Galaxy,Camelopardalis,4.42,05 42 04.65,+69 22 42.4,11.54
NGC 1962,,Open Cluster,Dorado,1.40,05 26 17.73,-68 50 15.5,11.47
NGC 1963,,Open Cluster,Columba,6.30,05 32 16.83,-36 23 55.1,
NGC 1964,,Galaxy,Lepus,5.16,05 33 21.76,-21 56 44.8,10.91
NGC 1965,,Open Cluster,Dorado,1.20,05 26 31.26,-68 48 19.7,11.70
NGC 1966,,Open Cluster,Dorado,1.10,05 26 45.84,-68 49 11.5,11.83
NGC 1967,,Open Cluster,Dorado,0.95,05 26 43.31,-69 06 05.5,10.81
NGC 1968,,*Ass,Dorado,5.00,05 27 22.11,-67 27 49.8,8.22
NGC 1969,,Open Cluster,Dorado,1.20,05 26 32.36,-69 50 28.9,12.46
NGC 1970,,Open Cluster,Dorado,1.50,05 26 52.67,-68 50 12.0,10.28
NGC 1971,,Open Cluster,Dorado,1.10,05 26 45.24,-69 51 05.8,11.90
NGC 1972,,Open Cluster,Dorado,0.90,05 26 47.36,-69 50 18.0,12.62
NGC 1973,,Nebula,Orion,5.00,05 35 04.78,-04 43 54.4,
NGC 1974,NGC 1991,Open Cluster,Dorado,1.60,05 27 59.02,-67 25 26.9,10.30
NGC 1975,,Nebula,Orion,10.00,05 35 17.88,-04 41 06.8,
NGC 1976,,Cl+N Emission Nebula,Orion,90.00,05 35 16.48,-05 23 22.8,4.00
NGC 1977,,Cl+N Emission Nebula,Orion,10.20,05 35 15.80,-04 50 39.6,
NGC 1978,,Globular Cluster,Dorado,4.00,05 28 45.13,-66 14 09.3,10.70
NGC 1979,,Galaxy,Lepus,1.88,05 34 01.11,-23 18 36.3,
NGC 1980,,Cl+N Emission Nebula,Orion,9.30,05 35 25.99,-05 54 35.6,2.50
NGC 1981,,Cl+N Emission Nebula,Orion,9.00,05 35 09.59,-04 25 30.2,4.20
NGC 1982,,HII Emission Nebula,Orion,20.00,05 35 31.38,-05 16 02.9,9.00
NGC 1983,,Open Cluster,Dorado,4.00,05 27 44.25,-68 59 09.8,
NGC 1984,,Open Cluster,Dorado,1.50,05 27 40.91,-69 08 03.6,9.99
NGC 1985,,Reflection Nebula,Auriga,0.68,05 37 47.81,+31 59 19.8,
NGC 1986,,Globular Cluster,Mensa,2.80,05 27 38.08,-69 58 25.1,11.07
NGC 1987,,Globular Cluster,Mensa,1.70,05 27 17.15,-70 44 14.5,
NGC 1988,,*,Taurus,,05 37 26.49,+21 13 05.7,
NGC 1989,,Galaxy,Columba,1.72,05 34 23.42,-30 48 03.8,
NGC 1990,,*,Orion,,05 36 12.82,-01 12 06.9,1.69
NGC 1991,NGC 1974,Duplicate,Dorado,,05 27 59.02,-67 25 26.9,
NGC 1992,,Galaxy,Columba,1.22,05 34 31.77,-30 53 49.2,
NGC 1993,,Galaxy,Lepus,1.58,05 35 25.57,-17 48 55.1,
NGC 1994,,Open Cluster,Dorado,1.60,05 28 21.77,-69 08 30.6,
NGC 1995,,**,Pictor,,05 33 03.34,-48 40 30.5,
NGC 1996,,Open Cluster,Taurus,6.00,05 38 18.88,+25 49 23.4,
NGC 1997,,Open Cluster,Dorado,1.80,05 30 34.70,-63 11 58.3,13.43
NGC 1998,,Galaxy,Pictor,0.95,05 33 15.76,-48 41 44.2,
NGC 1999,,Reflection Nebula,Orion,2.00,05 36 25.35,-06 42 57.1,
NGC 2000,,Open Cluster,Mensa,1.60,05 27 29.24,-71 52 45.8,12.14
NGC 2001,,*Ass,Dorado,7.30,05 29 02.06,-68 46 09.4,
NGC 2002,,Globular Cluster,Dorado,1.90,05 30 20.70,-66 53 06.0,10.84
NGC 2003,,Globular Cluster,Dorado,1.70,05 30 55.20,-66 27 59.6,11.30
NGC 2004,,Globular Cluster,Dorado,3.00,05 30 42.75,-67 17 11.2,
NGC 2005,,Globular Cluster,Dorado,1.60,05 30 10.85,-69 45 08.7,11.57
NGC 2006,,*Ass,Dorado,1.60,05 31 21.00,-66 57 55.0,10.88
NGC 2007,,Galaxy,Pictor,1.53,05 34 59.17,-50 55 18.1,
NGC 2008,,Galaxy,Pictor,1.23,05 35 03.81,-50 58 00.4,14.00
NGC 2009,,Open Cluster,Dorado,1.40,05 30 59.16,-69 10 54.0,11.02
NGC 2010,,Open Cluster,Mensa,1.90,05 30 34.93,-70 49 10.8,11.72
NGC 2011,,Open Cluster,Dorado,1.00,05 32 20.21,-67 31 23.3,10.58
NGC 2012,,Galaxy,Mensa,1.29,05 22 35.35,-79 51 06.5,12.97
NGC 2013,,Open Cluster,Auriga,,05 44 01.67,+55 47 36.9,
NGC 2014,,Nebula,Dorado,5.10,05 32 19.87,-67 41 23.4,8.97
NGC 2015,,*Ass,Dorado,4.70,05 32 06.49,-69 14 34.9,10.43
NGC 2016,,Open Cluster,Mensa,1.80,05 31 38.82,-69 56 45.1,
NGC 2017,,Open Cluster,Lepus,5.00,05 39 16.31,-17 50 54.6,
NGC 2018,,HII Emission Nebula,Mensa,2.80,05 31 24.89,-71 04 08.6,10.89
NGC 2019,,Globular Cluster,Mensa,1.50,05 31 56.66,-70 09 34.5,10.86
NGC 2020,,EmN,Dorado,3.20,05 33 12.59,-67 42 57.2,
NGC 2021,,Open Cluster,Dorado,0.90,05 33 30.67,-67 27 10.4,12.06
NGC 2022,,Planetary Nebula,Orion,0.32,05 42 06.21,+09 05 11.5,11.60
NGC 2023,,Reflection Nebula,Orion,10.00,05 41 38.39,-02 15 32.5,
NGC 2024,,Nebula,Orion,30.00,05 41 42.57,-01 51 22.6,
NGC 2025,,Open Cluster,Mensa,1.90,05 32 33.64,-71 42 55.8,10.94
NGC 2026,,Open Cluster,Taurus,4.20,05 43 10.15,+20 08 20.0,
NGC 2027,,Open Cluster,Dorado,4.60,05 34 59.71,-66 54 58.7,10.97
NGC 2028,,Open Cluster,Mensa,1.10,05 33 48.57,-69 57 06.5,12.88
NGC 2029,,Open Cluster,Dorado,1.10,05 35 40.66,-66 02 06.0,12.29
NGC 2030,,HII Emission Nebula,Dorado,1.70,05 34 59.74,-67 33 22.9,12.29
NGC 2031,,Globular Cluster,Mensa,3.30,05 33 41.82,-70 59 12.4,10.83
NGC 2032,,HII Emission Nebula,Dorado,2.80,05 35 20.62,-67 34 06.4,
NGC 2033,,*Ass,Dorado,5.90,05 34 30.70,-69 46 48.5,11.63
NGC 2034,,*Ass,Dorado,4.50,05 35 32.77,-66 54 13.1,
NGC 2035,,Nebula,Dorado,1.80,05 35 31.20,-67 35 03.0,10.99
NGC 2036,,Open Cluster,Mensa,1.60,05 34 31.39,-70 03 51.7,12.77
NGC 2037,,Open Cluster,Dorado,2.90,05 35 00.63,-69 43 53.7,10.31
NGC 2038,,Open Cluster,Mensa,1.60,05 34 42.27,-70 33 46.6,11.92
NGC 2039,,Other,Orion,,05 44 00.91,+08 41 27.8,
NGC 2040,,Nebula,Dorado,2.10,05 36 05.93,-67 34 06.8,11.47
NGC 2041,,Globular Cluster,Dorado,2.60,05 36 28.05,-66 59 23.2,10.36
NGC 2042,,Open Cluster,Dorado,4.50,05 36 09.58,-68 55 24.4,9.58
NGC 2043,,Open Cluster,Mensa,0.65,05 35 57.18,-70 04 27.9,
NGC 2044,,*Ass,Dorado,5.50,05 36 06.18,-69 11 55.2,10.59
NGC 2045,,*,Taurus,,05 45 01.30,+12 53 18.1,6.46
NGC 2046,,Open Cluster,Mensa,1.10,05 35 37.53,-70 14 26.5,12.64
NGC 2047,,Open Cluster,Mensa,0.95,05 35 52.99,-70 11 33.6,13.15
NGC 2048,,EmN,Dorado,1.40,05 35 55.59,-69 38 54.7,12.17
NGC 2049,,Galaxy,Columba,2.14,05 43 15.31,-30 04 42.2,
NGC 2050,,*Ass,Dorado,3.00,05 36 38.82,-69 23 00.7,9.25
NGC 2051,,Open Cluster,Mensa,1.50,05 36 07.34,-71 00 41.0,11.69
